sample_number,date_collection,site,element,value,unit,censored
95,2021-09-15,1,Sb,0.08491847826086957,µg/g,left
95,2021-09-15,1,Ti,23.430154374057235,µg/g,none
95,2021-09-15,1,U,0.4743927847875168,µg/g,none
95,2021-09-15,1,V,5.005594681654046,µg/g,none
96,2021-09-15,3,Ag,1.2335416315184813,µg/g,none
96,2021-09-15,3,As,6.010399878411353,µg/g,none
96,2021-09-15,3,Cd,0.979993372782236,µg/g,none
96,2021-09-15,3,Ce,9.752026307941817,µg/g,none
96,2021-09-15,3,Co,2.744772584589983,µg/g,none
96,2021-09-15,3,Sb,0.09957184108334163,µg/g,left
96,2021-09-15,3,Ti,48.8267299525691,µg/g,none
96,2021-09-15,3,U,0.8499243858269625,µg/g,none
96,2021-09-15,3,V,5.579104243940132,µg/g,none
98,2021-09-22,2,Ag,0.7877358207543094,µg/g,none
98,2021-09-22,2,As,2.3630840269758195,µg/g,none
98,2021-09-22,2,Cd,0.4560209357888785,µg/g,none
98,2021-09-22,2,Ce,13.790940940031394,µg/g,none
98,2021-09-22,2,Co,2.266761392362593,µg/g,none
98,2021-09-22,2,Sb,0.09656237929702588,µg/g,left
98,2021-09-22,2,Ti,17.089523570855327,µg/g,none
98,2021-09-22,2,U,0.4947096377141125,µg/g,none
98,2021-09-22,2,V,2.393972920452867,µg/g,none
99,2021-09-22,1,Ag,1.351768711360696,µg/g,none
99,2021-09-22,1,As,4.361522019459163,µg/g,none
99,2021-09-22,1,Cd,0.4286065238033464,µg/g,none
99,2021-09-22,1,Ce,6.1521641169668895,µg/g,none
99,2021-09-22,1,Co,0.8253049548871046,µg/g,none
99,2021-09-22,1,Sb,0.09169264624977078,µg/g,left
99,2021-09-22,1,Ti,16.50601745319592,µg/g,none
99,2021-09-22,1,U,0.459351877638007,µg/g,none
99,2021-09-22,1,V,2.9948123995009075,µg/g,none
100,2021-09-22,3,Ag,1.4764075083455288,µg/g,none
100,2021-09-22,3,As,6.7961793890969755,µg/g,none
100,2021-09-22,3,Cd,1.1427160694114291,µg/g,none
100,2021-09-22,3,Ce,9.044762880967198,µg/g,none
100,2021-09-22,3,Co,2.5764590224434514,µg/g,none
100,2021-09-22,3,Sb,1.1299648872616983,µg/g,none
100,2021-09-22,3,Ti,47.79832234998185,µg/g,none
100,2021-09-22,3,U,0.9703181906504312,µg/g,none
100,2021-09-22,3,V,5.313951657073058,µg/g,none
102,2021-09-29,2,Ag,0.746493019962477,µg/g,none
102,2021-09-29,2,As,7.900941740500272,µg/g,none
102,2021-09-29,2,Cd,0.6295257702824303,µg/g,none
102,2021-09-29,2,Ce,36.716361532351016,µg/g,none
102,2021-09-29,2,Co,5.074446643110504,µg/g,none
102,2021-09-29,2,Sb,1.0202329572878934,µg/g,none
102,2021-09-29,2,Ti,96.059150704705,µg/g,none
102,2021-09-29,2,U,0.6255327735758228,µg/g,none
102,2021-09-29,2,V,10.806058986759243,µg/g,none
103,2021-09-29,1,Ag,0.8762529930618296,µg/g,none
103,2021-09-29,1,As,6.949677643174342,µg/g,none
103,2021-09-29,1,Cd,0.4341214875811991,µg/g,none
103,2021-09-29,1,Ce,10.367331475965951,µg/g,none
103,2021-09-29,1,Co,1.8898480996954736,µg/g,none
103,2021-09-29,1,Sb,0.09826078412105728,µg/g,left
103,2021-09-29,1,Ti,59.563757241420895,µg/g,none
103,2021-09-29,1,U,0.9498028163823654,µg/g,none
103,2021-09-29,1,V,7.193172347058288,µg/g,none
104,2021-09-29,3,Ag,1.1188521611618076,µg/g,none
104,2021-09-29,3,As,6.780465038257587,µg/g,none
104,2021-09-29,3,Cd,0.966311795285811,µg/g,none
104,2021-09-29,3,Ce,9.67625582073136,µg/g,none
104,2021-09-29,3,Co,2.658991741253127,µg/g,none
104,2021-09-29,3,Sb,0.0972951936174353,µg/g,left
104,2021-09-29,3,Ti,45.151664904621306,µg/g,none
104,2021-09-29,3,U,0.8488115711514888,µg/g,none
104,2021-09-29,3,V,5.488359164966707,µg/g,none
106,2021-10-06,2,Ag,0.5996450630441389,µg/g,none
106,2021-10-06,2,As,2.410781298574922,µg/g,none
106,2021-10-06,2,Cd,0.4618325627638201,µg/g,none
106,2021-10-06,2,Ce,20.71215547047624,µg/g,none
106,2021-10-06,2,Co,1.6998036055600312,µg/g,none
106,2021-10-06,2,Sb,0.090711175616836,µg/g,left
106,2021-10-06,2,Ti,9.967301777827808,µg/g,none
106,2021-10-06,2,U,0.501893440855571,µg/g,none
106,2021-10-06,2,V,1.7338977714305892,µg/g,none
107,2021-10-06,1,Ag,0.9703817260395988,µg/g,none
107,2021-10-06,1,As,5.398992858196905,µg/g,none
107,2021-10-06,1,Cd,0.5322801655935349,µg/g,none
107,2021-10-06,1,Ce,7.640649038551594,µg/g,none
107,2021-10-06,1,Co,0.956906232411359,µg/g,none
107,2021-10-06,1,Sb,0.0989021857383048,µg/g,left
107,2021-10-06,1,Ti,16.291042436463687,µg/g,none
107,2021-10-06,1,U,0.9626269534791628,µg/g,none
107,2021-10-06,1,V,3.840738578681445,µg/g,none
108,2021-10-06,3,Ag,1.2303706122423297,µg/g,none
108,2021-10-06,3,As,7.468501978074619,µg/g,none
108,2021-10-06,3,Cd,1.1250253023432215,µg/g,none
108,2021-10-06,3,Ce,10.916131612429384,µg/g,none
108,2021-10-06,3,Co,3.256185597194081,µg/g,none
108,2021-10-06,3,Sb,0.09121590805436468,µg/g,left
108,2021-10-06,3,Ti,46.71633741136131,µg/g,none
108,2021-10-06,3,U,0.8250202018620156,µg/g,none
108,2021-10-06,3,V,6.349802798229243,µg/g,none
110,2021-10-13,2,Ag,1.2914578732387498,µg/g,none
110,2021-10-13,2,As,2.815075305699863,µg/g,none
110,2021-10-13,2,Cd,0.5928347174222627,µg/g,none
110,2021-10-13,2,Ce,14.30862733340889,µg/g,none
110,2021-10-13,2,Co,2.455148844450908,µg/g,none
110,2021-10-13,2,Sb,0.091424392027793,µg/g,left
110,2021-10-13,2,Ti,11.604866327751663,µg/g,none
110,2021-10-13,2,U,0.6292352103870635,µg/g,none
110,2021-10-13,2,V,2.3713634721705095,µg/g,none
111,2021-10-13,1,Ag,1.216435302313262,µg/g,none
111,2021-10-13,1,As,4.6828122573197595,µg/g,none
111,2021-10-13,1,Cd,0.49969030050343777,µg/g,none
111,2021-10-13,1,Ce,6.407028330364826,µg/g,none
111,2021-10-13,1,Co,1.0444809560620558,µg/g,none
111,2021-10-13,1,Sb,0.0876577840112202,µg/g,left
111,2021-10-13,1,Ti,14.582382190522084,µg/g,none
111,2021-10-13,1,U,1.5037384044399853,µg/g,none
111,2021-10-13,1,V,3.3832004424145197,µg/g,none
112,2021-10-13,3,Ag,1.0852447573385102,µg/g,none
112,2021-10-13,3,As,6.623243275279232,µg/g,none
112,2021-10-13,3,Cd,1.025794459652096,µg/g,none
112,2021-10-13,3,Ce,9.460386431162668,µg/g,none
112,2021-10-13,3,Co,2.5820413549062584,µg/g,none
112,2021-10-13,3,Sb,0.10670081092616304,µg/g,left
112,2021-10-13,3,Ti,44.11652181317943,µg/g,none
112,2021-10-13,3,U,1.7180398420014924,µg/g,none
112,2021-10-13,3,V,5.034564172009782,µg/g,none
114,2021-10-20,2,Ag,0.7866547787124468,µg/g,none
114,2021-10-20,2,As,2.828489690950573,µg/g,none
114,2021-10-20,2,Cd,0.5155622666860565,µg/g,none
114,2021-10-20,2,Ce,14.204498096940664,µg/g,none
114,2021-10-20,2,Co,1.9658170537891315,µg/g,none
114,2021-10-20,2,Sb,1.0083628214575433,µg/g,none
114,2021-10-20,2,Ti,13.671065621679183,µg/g,none
114,2021-10-20,2,U,0.5859046560512999,µg/g,none
114,2021-10-20,2,V,2.48208888550612,µg/g,none
115,2021-10-20,1,Ag,1.409939663228769,µg/g,none
115,2021-10-20,1,As,4.492004548881273,µg/g,none
115,2021-10-20,1,Cd,0.603038037255605,µg/g,none
115,2021-10-20,1,Ce,5.5542839612454324,µg/g,none
115,2021-10-20,1,Co,1.1702866482838046,µg/g,none
115,2021-10-20,1,Sb,0.0991375037176564,µg/g,left
115,2021-10-20,1,Ti,13.539695676206362,µg/g,none
115,2021-10-20,1,U,0.8430081180452795,µg/g,none
115,2021-10-20,1,V,3.5161497445122856,µg/g,none
116,2021-10-20,3,Ag,1.257448907544528,µg/g,none
116,2021-10-20,3,As,7.001218362812011,µg/g,none
116,2021-10-20,3,Cd,1.1993100444452005,µg/g,none
116,2021-10-20,3,Ce,8.740567612701117,µg/g,none
116,2021-10-20,3,Co,2.595848004794402,µg/g,none
116,2021-10-20,3,Sb,0.09629272989889263,µg/g,left
116,2021-10-20,3,Ti,43.50552291944722,µg/g,none
116,2021-10-20,3,U,1.052452324226612,µg/g,none
116,2021-10-20,3,V,5.249470007356892,µg/g,none
118,2021-10-27,2,Ag,0.762099514408834,µg/g,none
118,2021-10-27,2,As,2.8209727503848328,µg/g,none
118,2021-10-27,2,Cd,0.4922930778891514,µg/g,none
118,2021-10-27,2,Ce,19.969925422266968,µg/g,none
118,2021-10-27,2,Co,2.121779920000526,µg/g,none
118,2021-10-27,2,Sb,0.09815469179426778,µg/g,left
118,2021-10-27,2,Ti,15.365073102874115,µg/g,none
118,2021-10-27,2,U,0.4878554559612159,µg/g,none
118,2021-10-27,2,V,2.4933107027781007,µg/g,none
119,2021-10-27,1,Ag,1.2202912294160562,µg/g,none
119,2021-10-27,1,As,4.512600632684842,µg/g,none
119,2021-10-27,1,Cd,0.5107576295576732,µg/g,none
119,2021-10-27,1,Ce,5.533692112248654,µg/g,none
119,2021-10-27,1,Co,1.1753721349545747,µg/g,none
119,2021-10-27,1,Sb,0.10716964955524597,µg/g,left
119,2021-10-27,1,Ti,11.996644276373765,µg/g,none
119,2021-10-27,1,U,0.6539210520522001,µg/g,none
119,2021-10-27,1,V,3.1939630764099856,µg/g,none
120,2021-10-27,3,Ag,1.4977697776426964,µg/g,none
120,2021-10-27,3,As,7.67830021730292,µg/g,none
120,2021-10-27,3,Cd,1.403068425587637,µg/g,none
120,2021-10-27,3,Ce,9.865002802326025,µg/g,none
120,2021-10-27,3,Co,2.9958758151150944,µg/g,none
120,2021-10-27,3,Sb,0.10128633647320975,µg/g,left
120,2021-10-27,3,Ti,47.07827711248415,µg/g,none
120,2021-10-27,3,U,1.095920988298647,µg/g,none
120,2021-10-27,3,V,5.98734014533157,µg/g,none
122,2021-11-10,2,Ag,0.8955705633364668,µg/g,none
122,2021-11-10,2,As,2.68263422236745,µg/g,none
122,2021-11-10,2,Cd,0.5494369277625893,µg/g,none
122,2021-11-10,2,Ce,23.25359122097837,µg/g,none
122,2021-11-10,2,Co,2.0779281983405165,µg/g,none
122,2021-11-10,2,Sb,0.1023227258774174,µg/g,left
122,2021-11-10,2,Ti,10.07851072541374,µg/g,none
122,2021-11-10,2,U,0.5746141709141553,µg/g,none
122,2021-11-10,2,V,1.8045599517671127,µg/g,none
123,2021-11-10,1,Ag,1.032717667899977,µg/g,none
123,2021-11-10,1,As,5.149186058910852,µg/g,none
123,2021-11-10,1,Cd,0.6159877902166448,µg/g,none
123,2021-11-10,1,Ce,6.00645526053408,µg/g,none
123,2021-11-10,1,Co,1.0863138807985775,µg/g,none
123,2021-11-10,1,Sb,0.10210332856851131,µg/g,left
123,2021-11-10,1,Ti,13.50257810036744,µg/g,none
123,2021-11-10,1,U,1.1470865484995347,µg/g,none
123,2021-11-10,1,V,2.941069013170955,µg/g,none
124,2021-11-10,3,Ag,0.9956944834790654,µg/g,none
124,2021-11-10,3,As,5.580338510455943,µg/g,none
124,2021-11-10,3,Cd,0.9419665108709012,µg/g,none
124,2021-11-10,3,Ce,7.535801004076116,µg/g,none
124,2021-11-10,3,Co,2.119059780055368,µg/g,none
124,2021-11-10,3,Sb,1.03665991645226,µg/g,none
124,2021-11-10,3,Ti,27.414871911567193,µg/g,none
124,2021-11-10,3,U,0.8512765348026149,µg/g,none
124,2021-11-10,3,V,4.019368033610574,µg/g,none
126,2021-11-24,2,Ag,0.0377145012257213,µg/g,left
126,2021-11-24,2,As,13.561690085625552,µg/g,none
126,2021-11-24,2,Cd,2.110365315898226,µg/g,none
126,2021-11-24,2,Ce,166.704869497867,µg/g,none
126,2021-11-24,2,Co,6.4969283824132,µg/g,none
126,2021-11-24,2,Sb,0.1885725061286065,µg/g,left
126,2021-11-24,2,Ti,33.315993085051026,µg/g,none
126,2021-11-24,2,U,3.760704665422116,µg/g,none
126,2021-11-24,2,V,5.0920912714987825,µg/g,none
127,2021-11-24,1,Ag,0.5550517600241834,µg/g,none
127,2021-11-24,1,As,8.554356925979006,µg/g,none
127,2021-11-24,1,Cd,0.6313199905547247,µg/g,none
127,2021-11-24,1,Ce,24.439419371868325,µg/g,none
127,2021-11-24,1,Co,1.9833382681621128,µg/g,none
127,2021-11-24,1,Sb,0.19673421207948064,µg/g,left
127,2021-11-24,1,Ti,41.82980899916895,µg/g,none
127,2021-11-24,1,U,0.5033901617198318,µg/g,none
127,2021-11-24,1,V,7.004159662224768,µg/g,none
128,2021-11-24,3,Ag,0.04055150040551501,µg/g,left
128,2021-11-24,3,As,5.619310466751663,µg/g,none
128,2021-11-24,3,Cd,0.8320091962450847,µg/g,none
128,2021-11-24,3,Ce,11.70157636456537,µg/g,none
128,2021-11-24,3,Co,2.3508549051811385,µg/g,none
128,2021-11-24,3,Sb,0.20275750202757503,µg/g,left
128,2021-11-24,3,Ti,41.77018562482411,µg/g,none
128,2021-11-24,3,U,0.8387522516186997,µg/g,none
128,2021-11-24,3,V,5.068406451228441,µg/g,none
130,2021-12-08,2,Ag,0.5046523280315596,µg/g,none
130,2021-12-08,2,As,9.875633084456473,µg/g,none
130,2021-12-08,2,Cd,1.3281155267837337,µg/g,none
130,2021-12-08,2,Ce,121.93895442575604,µg/g,none
130,2021-12-08,2,Co,4.288238770273206,µg/g,none
130,2021-12-08,2,Sb,0.1841959845275373,µg/g,left
130,2021-12-08,2,Ti,33.19001992358001,µg/g,none
130,2021-12-08,2,U,2.3680056963073284,µg/g,none
130,2021-12-08,2,V,4.63878799611806,µg/g,none
131,2021-12-08,1,Ag,0.3904861127134105,µg/g,none
131,2021-12-08,1,As,9.082262577192052,µg/g,none
131,2021-12-08,1,Cd,0.3888030155928308,µg/g,none
131,2021-12-08,1,Ce,27.15011407155856,µg/g,none
131,2021-12-08,1,Co,1.8284998970913615,µg/g,none
131,2021-12-08,1,Sb,0.18779342723004697,µg/g,left
131,2021-12-08,1,Ti,54.54376741398779,µg/g,none
131,2021-12-08,1,U,0.4473563581158263,µg/g,none
131,2021-12-08,1,V,8.017232251553061,µg/g,none
132,2021-12-08,3,Ag,0.4380381079614174,µg/g,none
132,2021-12-08,3,As,5.075506896662342,µg/g,none
132,2021-12-08,3,Cd,0.7470394394945686,µg/g,none
132,2021-12-08,3,Ce,12.78410403111075,µg/g,none
132,2021-12-08,3,Co,2.506917796685882,µg/g,none
132,2021-12-08,3,Sb,0.19888623707239456,µg/g,left
132,2021-12-08,3,Ti,44.65831996445684,µg/g,none
132,2021-12-08,3,U,0.7257423866576151,µg/g,none
132,2021-12-08,3,V,5.3967655148087825,µg/g,none
134,2021-12-22,2,Ag,0.580367318231793,µg/g,none
134,2021-12-22,2,As,5.360930610032028,µg/g,none
134,2021-12-22,2,Cd,0.9647814713114032,µg/g,none
134,2021-12-22,2,Ce,52.6417708332771,µg/g,none
134,2021-12-22,2,Co,4.376772749313214,µg/g,none
134,2021-12-22,2,Sb,0.2035002035002035,µg/g,left
134,2021-12-22,2,Ti,37.03751204646748,µg/g,none
134,2021-12-22,2,U,0.871194008281932,µg/g,none
134,2021-12-22,2,V,4.5441621078239285,µg/g,none
135,2021-12-30,1,Ag,0.466767574457652,µg/g,none
135,2021-12-30,1,As,3.98666268634914,µg/g,none
135,2021-12-30,1,Cd,0.04013646397752359,µg/g,left
135,2021-12-30,1,Ce,10.754119223678352,µg/g,none
135,2021-12-30,1,Co,1.0129177760615524,µg/g,none
135,2021-12-30,1,Sb,0.2006823198876179,µg/g,left
135,2021-12-30,1,Ti,9.74345839926688,µg/g,none
135,2021-12-30,1,U,0.04013646397752359,µg/g,left
135,2021-12-30,1,V,2.6363572461139473,µg/g,none
137,2022-01-05,2,Ag,0.40039852568664813,µg/g,none
137,2022-01-05,2,As,3.9923747514579686,µg/g,none
137,2022-01-05,2,Cd,0.7126335535035071,µg/g,none
137,2022-01-05,2,Ce,33.077454142918945,µg/g,none
137,2022-01-05,2,Co,2.0955868447965154,µg/g,none
137,2022-01-05,2,Sb,0.19790223629527015,µg/g,left
137,2022-01-05,2,Ti,18.91885210267184,µg/g,none
137,2022-01-05,2,U,0.7567987401497975,µg/g,none
137,2022-01-05,2,V,3.213107316599091,µg/g,none
138,2022-01-05,1,Ag,0.5413873668896274,µg/g,none
138,2022-01-05,1,As,4.4541896314769245,µg/g,none
138,2022-01-05,1,Cd,0.4210616606159166,µg/g,none
138,2022-01-05,1,Ce,9.891150747198514,µg/g,none
138,2022-01-05,1,Co,0.8350463944830767,µg/g,none
138,2022-01-05,1,Sb,0.19716088328075712,µg/g,left
138,2022-01-05,1,Ti,9.84457454937771,µg/g,none
138,2022-01-05,1,U,0.03943217665615143,µg/g,left
138,2022-01-05,1,V,3.1409129451457525,µg/g,none
139,2022-01-05,3,Ag,0.7105846068155272,µg/g,none
139,2022-01-05,3,As,4.190709930762859,µg/g,none
139,2022-01-05,3,Cd,0.8095913241345442,µg/g,none
139,2022-01-05,3,Ce,8.172238702676552,µg/g,none
139,2022-01-05,3,Co,2.136904948422624,µg/g,none
139,2022-01-05,3,Sb,0.2017756255044391,µg/g,left
139,2022-01-05,3,Ti,45.480308979100904,µg/g,none
139,2022-01-05,3,U,0.7902153335696216,µg/g,none
139,2022-01-05,3,V,4.314436036393948,µg/g,none
141,2022-01-19,2,Ag,0.03673094582185492,µg/g,left
141,2022-01-19,2,As,5.6347230956734,µg/g,none
141,2022-01-19,2,Cd,1.1142287004968416,µg/g,none
141,2022-01-19,2,Ce,52.325504570655895,µg/g,none
141,2022-01-19,2,Co,2.4274658991015112,µg/g,none
141,2022-01-19,2,Sb,0.18365472910927455,µg/g,left
141,2022-01-19,2,Ti,16.465058963300866,µg/g,none
141,2022-01-19,2,U,0.9070661832094792,µg/g,none
141,2022-01-19,2,V,2.7650360381191423,µg/g,none
142,2022-01-19,1,Ag,0.4612666174738472,µg/g,none
142,2022-01-19,1,As,12.014126078994233,µg/g,none
142,2022-01-19,1,Cd,0.03940110323089046,µg/g,left
142,2022-01-19,1,Ce,22.847526835918057,µg/g,none
142,2022-01-19,1,Co,1.0773548389374328,µg/g,none
142,2022-01-19,1,Sb,0.1970055161544523,µg/g,left
142,2022-01-19,1,Ti,22.06376676575545,µg/g,none
142,2022-01-19,1,U,0.03940110323089046,µg/g,left
142,2022-01-19,1,V,6.688871836391752,µg/g,none
143,2022-01-19,3,Ag,0.03896356906292617,µg/g,left
143,2022-01-19,3,As,4.714988526377881,µg/g,none
143,2022-01-19,3,Cd,0.6606351632066957,µg/g,none
143,2022-01-19,3,Ce,9.146585134815878,µg/g,none
143,2022-01-19,3,Co,2.4335693168749497,µg/g,none
143,2022-01-19,3,Sb,0.19481784531463084,µg/g,left
143,2022-01-19,3,Ti,30.402335059150086,µg/g,none
143,2022-01-19,3,U,0.5906734148659317,µg/g,none
143,2022-01-19,3,V,4.504024546796263,µg/g,none
145,2022-02-02,2,Ag,0.5000472324480503,µg/g,none
145,2022-02-02,2,As,1.651738956344065,µg/g,none
145,2022-02-02,2,Cd,0.4977798206164687,µg/g,none
145,2022-02-02,2,Ce,11.322658121857485,µg/g,none
145,2022-02-02,2,Co,1.2036202763571813,µg/g,none
145,2022-02-02,2,Sb,0.19036740909956215,µg/g,left
145,2022-02-02,2,Ti,7.636655873817847,µg/g,none
145,2022-02-02,2,U,0.5080512738617375,µg/g,none
145,2022-02-02,2,V,1.255078394234169,µg/g,none
146,2022-02-02,1,Ag,0.03714710252600298,µg/g,left
146,2022-02-02,1,As,2.639579508382375,µg/g,none
146,2022-02-02,1,Cd,0.03714710252600298,µg/g,left
146,2022-02-02,1,Ce,6.4536865747077226,µg/g,none
146,2022-02-02,1,Co,0.8522441986828225,µg/g,none
146,2022-02-02,1,Sb,0.1857355126300149,µg/g,left
146,2022-02-02,1,Ti,6.875094468828507,µg/g,none
146,2022-02-02,1,U,0.03714710252600298,µg/g,left
146,2022-02-02,1,V,2.1866395480272667,µg/g,none
147,2022-02-02,3,Ag,0.03883495145631068,µg/g,left
147,2022-02-02,3,As,5.610872084118116,µg/g,none
147,2022-02-02,3,Cd,0.8696609603445172,µg/g,none
147,2022-02-02,3,Ce,11.16971810023411,µg/g,none
147,2022-02-02,3,Co,2.9411695919511054,µg/g,none
147,2022-02-02,3,Sb,0.1941747572815534,µg/g,left
147,2022-02-02,3,Ti,50.451605451863685,µg/g,none
147,2022-02-02,3,U,0.6979767682553616,µg/g,none
147,2022-02-02,3,V,5.771966024760544,µg/g,none
149,2022-02-16,2,Ag,0.5853678962667889,µg/g,none
149,2022-02-16,2,As,5.5130202164231505,µg/g,none
149,2022-02-16,2,Cd,0.9809785779608916,µg/g,none
149,2022-02-16,2,Ce,32.382809404658424,µg/g,none
149,2022-02-16,2,Co,3.2456885105816085,µg/g,none
149,2022-02-16,2,Sb,0.1988071570576541,µg/g,left
149,2022-02-16,2,Ti,29.398785425598337,µg/g,none
149,2022-02-16,2,U,0.7759118064383493,µg/g,none
149,2022-02-16,2,V,3.9760956187022902,µg/g,none
150,2022-02-16,1,Ag,0.6319529584475307,µg/g,none
150,2022-02-16,1,As,3.2284899683043102,µg/g,none
150,2022-02-16,1,Cd,0.4161134729067307,µg/g,none
150,2022-02-16,1,Ce,10.096383078536377,µg/g,none
150,2022-02-16,1,Co,0.752771700107938,µg/g,none
150,2022-02-16,1,Sb,0.19230769230769232,µg/g,left
150,2022-02-16,1,Ti,11.490659147984797,µg/g,none
150,2022-02-16,1,U,0.03846153846153847,µg/g,left
150,2022-02-16,1,V,2.2152017276357996,µg/g,none
151,2022-02-18,3,Ag,0.62036524306170715,µg/g,none
151,2022-02-18,3,As,4.589794769713762,µg/g,none
151,2022-02-18,3,Cd,1.0117954712456796,µg/g,none
151,2022-02-18,3,Ce,10.53197353072467,µg/g,none
151,2022-02-18,3,Co,2.517382554657941,µg/g,none
151,2022-02-18,3,Sb,0.19342359767891684,µg/g,left
151,2022-02-18,3,Ti,39.93323613195267,µg/g,none
151,2022-02-18,3,U,0.6800260581858367,µg/g,none
151,2022-02-18,3,V,5.172304347710432,µg/g,none
153,2022-03-02,2,Ag,0.6326765695895757,µg/g,none
153,2022-03-02,2,As,2.632326791408068,µg/g,none
153,2022-03-02,2,Cd,0.6598864040327295,µg/g,none
153,2022-03-02,2,Ce,18.238548498312248,µg/g,none
153,2022-03-02,2,Co,1.7565636020941835,µg/g,none
153,2022-03-02,2,Sb,0.21186440677966104,µg/g,left
153,2022-03-02,2,Ti,16.80013755472025,µg/g,none
153,2022-03-02,2,U,0.6006284809479329,µg/g,none
153,2022-03-02,2,V,1.9238021961692404,µg/g,none
154,2022-03-02,1,Ag,0.4842646343659403,µg/g,none
154,2022-03-02,1,As,3.2171188968253976,µg/g,none
154,2022-03-02,1,Cd,0.04065040650406505,µg/g,left
154,2022-03-02,1,Ce,9.61953244128843,µg/g,none
154,2022-03-02,1,Co,0.9346801040538404,µg/g,none
154,2022-03-02,1,Sb,0.20325203252032523,µg/g,left
154,2022-03-02,1,Ti,17.447087039550517,µg/g,none
154,2022-03-02,1,U,0.04065040650406505,µg/g,left
154,2022-03-02,1,V,2.4410897193823073,µg/g,none
155,2022-03-02,3,Ag,0.679813594721413,µg/g,none
155,2022-03-02,3,As,3.961349453547339,µg/g,none
155,2022-03-02,3,Cd,0.8606600764147111,µg/g,none
155,2022-03-02,3,Ce,8.326635367547276,µg/g,none
155,2022-03-02,3,Co,3.371358758698812,µg/g,none
155,2022-03-02,3,Sb,0.1834862385321101,µg/g,left
155,2022-03-02,3,Ti,55.2918919138623,µg/g,none
155,2022-03-02,3,U,0.6389314630255841,µg/g,none
155,2022-03-02,3,V,4.356392132394133,µg/g,none
157,2022-03-16,2,Ag,0.9410779516474758,µg/g,none
157,2022-03-16,2,As,5.929363654856145,µg/g,none
157,2022-03-16,2,Cd,1.1728174764648192,µg/g,none
157,2022-03-16,2,Ce,33.62398528499512,µg/g,none
157,2022-03-16,2,Co,4.795194795384808,µg/g,none
157,2022-03-16,2,Sb,0.21097046413502113,µg/g,left
157,2022-03-16,2,Ti,83.02780825776492,µg/g,none
157,2022-03-16,2,U,0.7407936941095417,µg/g,none
157,2022-03-16,2,V,10.1069607447025,µg/g,none
158,2022-03-16,1,Ag,1.159530121870158,µg/g,none
158,2022-03-16,1,As,5.724503180124704,µg/g,none
158,2022-03-16,1,Cd,0.45292265409286786,µg/g,none
158,2022-03-16,1,Ce,15.62216009738535,µg/g,none
158,2022-03-16,1,Co,1.499319132329512,µg/g,none
158,2022-03-16,1,Sb,0.1904761904761905,µg/g,left
158,2022-03-16,1,Ti,29.63020209876389,µg/g,none
158,2022-03-16,1,U,0.0380952380952381,µg/g,left
158,2022-03-16,1,V,4.261829526616372,µg/g,none
159,2022-03-16,3,Ag,0.9991359403328304,µg/g,none
159,2022-03-16,3,As,6.104312701016199,µg/g,none
159,2022-03-16,3,Cd,1.159499541048922,µg/g,none
159,2022-03-16,3,Ce,12.822803454461267,µg/g,none
159,2022-03-16,3,Co,4.672422788861501,µg/g,none
159,2022-03-16,3,Sb,0.2079002079002079,µg/g,left
159,2022-03-16,3,Ti,76.00302399020671,µg/g,none
159,2022-03-16,3,U,0.913577812496869,µg/g,none
159,2022-03-16,3,V,6.647125305047575,µg/g,none
161,2022-03-30,2,Ag,0.7515490185065468,µg/g,none
161,2022-03-30,2,As,5.722396548816461,µg/g,none
161,2022-03-30,2,Cd,1.1605350612305627,µg/g,none
161,2022-03-30,2,Ce,34.96038127897732,µg/g,none
161,2022-03-30,2,Co,4.4926453851840895,µg/g,none
161,2022-03-30,2,Sb,0.18450184501845016,µg/g,left
161,2022-03-30,2,Ti,64.4040799985363,µg/g,none
161,2022-03-30,2,U,0.8081905525809588,µg/g,none
161,2022-03-30,2,V,7.712954806114125,µg/g,none
162,2022-03-30,1,Ag,0.7333743853908632,µg/g,none
162,2022-03-30,1,As,7.077634927441461,µg/g,none
162,2022-03-30,1,Cd,0.43481000166002143,µg/g,none
162,2022-03-30,1,Ce,16.90422634268822,µg/g,none
162,2022-03-30,1,Co,1.0962730441974924,µg/g,none
162,2022-03-30,1,Sb,0.21276595744680857,µg/g,left
162,2022-03-30,1,Ti,18.262004487078546,µg/g,none
162,2022-03-30,1,U,0.04255319148936171,µg/g,left
162,2022-03-30,1,V,4.130116806106173,µg/g,none
163,2022-04-01,3,Ag,1.267981650024504,µg/g,none
163,2022-04-01,3,As,5.458589574681155,µg/g,none
163,2022-04-01,3,Cd,1.246224841663626,µg/g,none
163,2022-04-01,3,Ce,13.001340553394543,µg/g,none
163,2022-04-01,3,Co,3.9181370854070456,µg/g,none
163,2022-04-01,3,Sb,0.19157088122605365,µg/g,left
163,2022-04-01,3,Ti,73.11842038909255,µg/g,none
163,2022-04-01,3,U,0.8905141638453131,µg/g,none
163,2022-04-01,3,V,6.715787770091493,µg/g,none
165,2022-04-13,2,Ag,0.678961913188732,µg/g,none
165,2022-04-13,2,As,5.867105113003738,µg/g,none
165,2022-04-13,2,Cd,0.7465015896147724,µg/g,none
165,2022-04-13,2,Ce,29.480618872185698,µg/g,none
165,2022-04-13,2,Co,2.9492231373399127,µg/g,none
165,2022-04-13,2,Sb,0.19230769230769232,µg/g,left
165,2022-04-13,2,Ti,34.94239167223063,µg/g,none
